年度,公司代號,公司名稱,員工人數,薪資中位數_仟元,平均薪資_仟元
108,8234,新漢,828.0,591.0,708.0
109,8234,新漢,873.0,612.0,697.0
110,8234,新漢,791.0,603.0,699.0
111,8234,新漢,757.0,624.0,714.0
112,8234,新漢,805.0,640.0,732.0
113,8234,新漢,786.0,657.0,763.0
114,8234,新漢,818.0,617.0,723.0
107,8240,華宏,609.0,,609.0
108,8240,華宏,597.0,464.0,642.0
110,8240,華宏,597.0,647.0,732.0
111,8240,華宏,603.0,622.0,712.0
112,8240,華宏,591.0,623.0,706.0
113,8240,華宏,568.0,686.0,772.0
114,8240,華宏,534.0,688.0,757.0
107,8249,菱光,69.0,,1395.0
108,8249,菱光,62.0,1373.0,1615.0
109,8249,菱光,67.0,1104.0,1308.0
110,8249,菱光,67.0,1198.0,1425.0
111,8249,菱光,63.0,1262.0,1483.0
112,8249,菱光,58.0,1368.0,1647.0
113,8249,菱光,48.0,1470.0,1918.0
114,8249,菱光,56.0,1531.0,2002.0
107,8261,富鼎,120.0,,1002.0
108,8261,富鼎,122.0,830.0,989.0
109,8261,富鼎,108.0,948.0,1129.0
110,8261,富鼎,116.0,1512.0,1897.0
111,8261,富鼎,122.0,1492.0,1993.0
112,8261,富鼎,127.0,1130.0,1414.0
113,8261,富鼎,120.0,1074.0,1365.0
114,8261,富鼎,109.0,1346.0,1546.0
107,8271,宇瞻,459.0,,881.0
108,8271,宇瞻,483.0,742.0,909.0
109,8271,宇瞻,476.0,729.0,869.0
110,8271,宇瞻,438.0,959.0,1084.0
111,8271,宇瞻,445.0,1014.0,1178.0
112,8271,宇瞻,455.0,1023.0,1130.0
113,8271,宇瞻,472.0,837.0,941.0
114,8271,宇瞻,470.0,1097.0,1186.0
107,8277,商丞,72.0,,637.0
108,8277,商丞,60.0,534.0,675.0
109,8277,商丞,55.0,537.0,673.0
110,8277,商丞,53.0,552.0,704.0
111,8277,商丞,53.0,564.0,707.0
112,8277,商丞,53.0,561.0,704.0
113,8277,商丞,52.0,552.0,720.0
114,8277,商丞,51.0,570.0,724.0
107,8289,泰藝,206.0,,567.0
108,8289,泰藝,203.0,454.0,524.0
109,8289,泰藝,197.0,474.0,556.0
110,8289,泰藝,192.0,609.0,712.0
111,8289,泰藝,202.0,675.0,815.0
112,8289,泰藝,195.0,523.0,598.0
113,8289,泰藝,186.0,572.0,654.0
114,8289,泰藝,200.0,549.0,642.0
107,8291,尚茂,134.0,,599.0
108,8291,尚茂,104.0,514.0,534.0
109,8291,尚茂,96.0,458.0,485.0
110,8291,尚茂,84.0,469.0,497.0
111,8291,尚茂,71.0,493.0,569.0
112,8291,尚茂,43.0,463.0,502.0
113,8291,尚茂,41.0,445.0,495.0
114,8291,尚茂,9.0,648.0,654.0
107,8299,群聯,1367.0,,1880.0
108,8299,群聯,1621.0,1905.0,2332.0
109,8299,群聯,1921.0,2332.0,2869.0
110,8299,群聯,2403.0,2176.0,2677.0
111,8299,群聯,3270.0,1894.0,2108.0
112,8299,群聯,3639.0,1784.0,2020.0
113,8299,群聯,3783.0,2137.0,2525.0
114,8299,群聯,3917.0,2469.0,2862.0
107,8358,金居,293.0,,678.0
108,8358,金居,284.0,682.0,701.0
109,8358,金居,296.0,705.0,732.0
110,8358,金居,291.0,750.0,795.0
111,8358,金居,301.0,751.0,781.0
112,8358,金居,292.0,662.0,712.0
113,8358,金居,289.0,663.0,724.0
114,8358,金居,287.0,659.0,723.0
107,8383,千附,809.0,,602.0
108,8383,千附,842.0,551.0,597.0
109,8383,千附,742.0,534.0,599.0
113,8383,千附,299.0,619.0,690.0
114,8383,千附,332.0,641.0,710.0
107,8410,森田,210.0,,635.0
108,8410,森田,209.0,600.0,637.0
109,8410,森田,215.0,667.0,699.0
110,8410,森田,221.0,651.0,673.0
111,8410,森田,211.0,669.0,691.0
112,8410,森田,212.0,703.0,716.0
113,8410,森田,205.0,731.0,752.0
114,8410,森田,195.0,767.0,773.0
107,9912,偉聯,31.0,,826.0
108,9912,偉聯,31.0,749.0,797.0
109,9912,偉聯,31.0,793.0,821.0
110,9912,偉聯,32.0,774.0,856.0
111,9912,偉聯,32.0,721.0,879.0
112,9912,偉聯,32.0,771.0,859.0
113,9912,偉聯,35.0,809.0,897.0
114,9912,偉聯,34.0,839.0,890.0
